0.67,0.70,10.29
0.73,0.79,10.30
0.71,1.00,10.28
0.66,1.17,10.30
0.71,1.31,10.26
0.67,1.46,10.30
0.74,1.65,10.24
0.74,1.81,10.25
0.64,1.88,10.24
0.68,2.06,10.21
0.71,2.20,10.27
0.70,2.38,10.26
0.74,2.46,10.17
0.72,2.67,10.14
0.73,2.82,10.13
0.72,3.02,10.12
0.68,3.15,10.06
0.76,3.29,10.01
0.74,3.40,9.92
0.76,3.55,9.96
0.73,3.70,9.92
0.78,3.84,9.81
0.80,3.99,9.81
0.77,4.14,9.71
0.74,4.31,9.66
0.70,4.48,9.65
0.74,4.59,9.59
0.72,4.72,9.53
0.75,4.87,9.38
0.70,4.96,9.34
0.74,5.10,9.36
0.75,5.26,9.26
0.75,5.36,9.19
0.73,5.53,9.11
0.74,5.69,9.01
0.75,5.82,8.96
0.77,5.93,8.89
0.77,6.06,8.80
0.80,6.12,8.77
0.75,6.28,8.65
0.79,6.42,8.54
0.79,6.58,8.43
0.76,6.61,8.38
0.75,6.83,8.28
0.74,6.94,8.18
0.81,7.00,8.09
0.76,7.12,8.02
0.80,7.29,7.88
0.77,7.37,7.78
0.74,7.47,7.70
0.80,7.56,7.57
0.74,7.66,7.47
0.77,7.82,7.34
0.70,7.90,7.27
0.73,7.96,7.11
0.76,8.09,7.06
0.73,8.21,6.91
0.77,8.28,6.78
0.72,8.39,6.61
0.82,8.47,6.51
0.75,8.55,6.37
0.78,8.63,6.28
0.75,8.70,6.14
0.73,8.79,5.99
0.78,8.92,5.89
0.73,9.01,5.77
0.80,9.04,5.61
0.73,9.15,5.51
0.74,9.24,5.37
0.82,9.27,5.27
0.79,9.33,5.13
0.69,9.39,4.97
0.75,9.47,4.80
0.79,9.53,4.72
0.77,9.56,4.60
0.71,9.66,4.41
0.75,9.69,4.33
0.76,9.72,4.11
0.74,9.80,3.94
0.76,9.86,3.83
0.68,9.89,3.74
0.74,9.91,3.61
0.75,9.95,3.41
0.70,9.98,3.31
0.74,9.99,3.16
0.68,10.08,2.98
0.74,10.13,2.81
0.72,10.07,2.67
0.68,10.12,2.52
0.71,10.22,2.34
0.72,10.21,2.22
0.73,10.20,2.04
0.75,10.27,1.93
0.71,10.27,1.73
0.72,10.28,1.55
0.67,10.28,1.46
0.71,10.29,1.34
0.73,10.28,1.14
0.70,10.32,0.99
0.72,10.37,0.85
0.66,10.32,0.70
0.67,10.33,0.53
0.67,10.28,0.31
0.67,10.31,0.21
0.67,10.29,0.05
0.69,10.24,-0.11
0.66,10.24,-0.21
0.66,10.20,-0.41
0.68,10.21,-0.55
0.62,10.20,-0.66
0.62,10.11,-0.86
0.63,10.14,-1.00
0.66,10.05,-1.18
0.65,10.09,-1.28
0.62,10.05,-1.40
0.68,9.97,-1.57
0.62,9.92,-1.73
0.60,9.97,-1.94
0.59,9.84,-2.04
0.69,9.84,-2.21
0.61,9.76,-2.31
0.60,9.67,-2.48
0.65,9.66,-2.68
0.60,9.62,-2.79
0.60,9.51,-2.97
0.57,9.47,-3.02
0.63,9.41,-3.19
0.56,9.39,-3.38
0.57,9.27,-3.56
0.58,9.18,-3.68
0.58,9.11,-3.80
0.52,9.10,-3.92
0.54,9.00,-4.11
0.56,8.93,-4.19
0.62,8.87,-4.30
0.53,8.76,-4.45
0.50,8.67,-4.58
0.54,8.55,-4.74
0.53,8.53,-4.91
0.52,8.40,-4.97
0.51,8.33,-5.13
0.48,8.20,-5.22
0.50,8.18,-5.37
0.50,8.09,-5.49
0.51,7.92,-5.59
0.46,7.81,-5.69
0.49,7.70,-5.87
0.50,7.63,-5.99
0.47,7.47,-6.09
0.45,7.36,-6.20
0.50,7.26,-6.31
0.45,7.13,-6.44
0.54,7.06,-6.54
0.46,6.90,-6.64
0.48,6.82,-6.75
0.48,6.70,-6.87
0.43,6.63,-6.86
0.49,6.46,-7.06
0.42,6.39,-7.15
0.46,6.24,-7.22
0.44,6.08,-7.35
0.45,6.00,-7.39
0.45,5.83,-7.47
0.42,5.69,-7.60
0.43,5.59,-7.67
0.47,5.46,-7.74
0.45,5.30,-7.82
0.43,5.22,-7.86
0.44,5.05,-8.05
0.40,4.90,-8.06
0.38,4.78,-8.18
0.34,4.62,-8.23
0.36,4.46,-8.28
0.39,4.34,-8.37
0.37,4.23,-8.46
0.43,4.03,-8.50
0.39,3.96,-8.57
0.37,3.79,-8.63
0.37,3.59,-8.70
0.30,3.45,-8.69
0.33,3.38,-8.75
0.37,3.13,-8.85
0.39,3.05,-8.89
0.39,2.88,-8.88
0.33,2.73,-8.97
0.37,2.59,-9.02
0.38,2.47,-9.09
0.33,2.30,-9.06
0.34,2.21,-9.09
0.33,2.00,-9.09
0.35,1.84,-9.20
0.29,1.71,-9.21
0.33,1.52,-9.16
0.31,1.37,-9.22
0.33,1.19,-9.23
0.32,1.05,-9.28
0.31,0.87,-9.29
0.26,0.78,-9.26
0.36,0.59,-9.29
0.24,0.45,-9.32
0.29,0.25,-9.31
0.31,0.14,-9.36
0.27,0.04,-9.33
0.28,-0.13,-9.30
0.27,-0.30,-9.28
0.27,-0.49,-9.26
0.25,-0.67,-9.28
0.33,-0.78,-9.27
0.26,-0.90,-9.22
0.28,-1.07,-9.28
0.28,-1.20,-9.23
0.25,-1.43,-9.16
0.29,-1.54,-9.18
0.32,-1.73,-9.15
0.30,-1.84,-9.15
0.25,-1.97,-9.09
0.27,-2.14,-9.04
0.20,-2.29,-9.06
0.22,-2.46,-8.91
0.25,-2.61,-8.89
0.23,-2.74,-8.91
0.27,-2.88,-8.84
0.25,-2.98,-8.79
0.24,-3.15,-8.78
0.25,-3.30,-8.77
0.31,-3.46,-8.70
0.27,-3.53,-8.62
0.26,-3.77,-8.55
0.18,-3.85,-8.50
0.19,-4.01,-8.45
0.28,-4.15,-8.35
0.20,-4.30,-8.27
0.26,-4.38,-8.16
0.25,-4.57,-8.15
0.25,-4.73,-8.06
0.24,-4.81,-7.99
0.25,-4.94,-7.92
0.23,-5.05,-7.78
0.24,-5.18,-7.73
0.22,-5.28,-7.67
0.22,-5.43,-7.51
0.19,-5.59,-7.45
0.23,-5.71,-7.38
0.22,-5.84,-7.29
0.21,-5.88,-7.17
0.23,-6.04,-7.10
0.23,-6.19,-7.00
0.22,-6.31,-6.89
0.14,-6.38,-6.80
0.18,-6.43,-6.72
0.23,-6.56,-6.52
0.20,-6.70,-6.50
0.28,-6.82,-6.36
0.22,-6.92,-6.27
0.21,-6.99,-6.15
0.19,-7.08,-6.03
0.21,-7.17,-5.91
0.24,-7.30,-5.75
0.24,-7.41,-5.69
0.26,-7.46,-5.58
0.25,-7.57,-5.46
0.21,-7.67,-5.32
0.25,-7.71,-5.19
0.21,-7.85,-5.02
0.24,-7.92,-4.96
0.23,-7.96,-4.81
0.25,-8.02,-4.68
0.25,-8.19,-4.52
0.23,-8.19,-4.41
0.20,-8.30,-4.29
0.21,-8.28,-4.12
0.23,-8.45,-4.00
0.22,-8.44,-3.84
0.19,-8.56,-3.70
0.23,-8.59,-3.55
0.21,-8.65,-3.39
0.23,-8.70,-3.33
0.20,-8.75,-3.18
0.24,-8.78,-3.01
0.27,-8.84,-2.89
0.23,-8.93,-2.71
0.24,-8.96,-2.61
0.24,-9.04,-2.44
0.21,-9.00,-2.22
0.21,-9.04,-2.14
0.27,-9.13,-2.00
0.25,-9.16,-1.80
0.26,-9.14,-1.67
0.28,-9.18,-1.53
0.27,-9.20,-1.37
0.29,-9.24,-1.15
0.25,-9.28,-1.08
0.29,-9.22,-0.91
0.31,-9.25,-0.77
0.27,-9.26,-0.60
0.27,-9.33,-0.48
0.32,-9.37,-0.27
0.32,-9.31,-0.14
0.28,-9.30,0.00
0.32,-9.29,0.17
0.31,-9.33,0.33
0.32,-9.33,0.46
0.24,-9.30,0.59
0.36,-9.30,0.75
0.32,-9.30,0.94
0.27,-9.30,1.09
0.26,-9.24,1.26
0.30,-9.21,1.39
0.33,-9.23,1.50
0.36,-9.16,1.69
0.35,-9.17,1.85
0.34,-9.16,2.01
0.30,-9.07,2.15
0.37,-9.05,2.25
0.37,-9.08,2.47
0.35,-9.00,2.63
0.34,-8.99,2.78
0.37,-8.88,2.94
0.37,-8.90,3.03
0.37,-8.84,3.21
0.40,-8.78,3.30
0.40,-8.80,3.47
0.35,-8.68,3.63
0.43,-8.65,3.74
0.36,-8.57,3.91
0.37,-8.53,4.01
0.42,-8.41,4.18
0.41,-8.36,4.37
0.40,-8.35,4.47
0.41,-8.23,4.65
0.43,-8.17,4.77
0.37,-8.03,4.88
0.44,-8.01,5.07
0.38,-7.93,5.16
0.42,-7.81,5.29
0.41,-7.77,5.55
0.48,-7.74,5.56
0.41,-7.57,5.69
0.45,-7.50,5.81
0.47,-7.42,5.96
0.46,-7.27,6.10
0.47,-7.24,6.19
0.48,-7.17,6.36
0.51,-6.99,6.47
0.48,-6.92,6.60
0.49,-6.86,6.73
0.48,-6.75,6.80
0.44,-6.62,6.93
0.42,-6.49,7.04
0.49,-6.40,7.16
0.46,-6.33,7.30
0.48,-6.23,7.37
0.52,-6.10,7.51
0.52,-6.04,7.57
0.50,-5.89,7.73
0.44,-5.74,7.81
0.55,-5.55,7.90
0.57,-5.50,8.02
0.54,-5.42,8.19
0.51,-5.28,8.20
0.51,-5.13,8.23
0.51,-5.00,8.39
0.47,-4.92,8.46
0.54,-4.75,8.59
0.50,-4.61,8.63
0.55,-4.50,8.75
0.57,-4.36,8.86
0.58,-4.25,8.94
0.61,-4.07,9.05
